EndpointId,Controller,Action,HttpMethod,Route,IsAnonymous,HasAuthorize,CanonicalRoles,Policy,RequestDtos,ResponseDto,InjectedServices,InvokedMethods,DbSetsAccessed
EP-9E17722B,SuperAdminController,GetAiJobs,GET,/api/super-admin/ai/jobs,false,true,SuperAdmin|Admin,,"","List","ISuperAdminService","",""
EP-A60DF934,TeacherAttendanceHistoryController,GetAttendanceHistory,GET,/api/teacher/attendance/history,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","BuoiHocs,DiemDanhs"
EP-5CADF015,TeacherClassesController,GetClasses,GET,/api/teacher/classes,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","KhoaHocs,NguoiDungs"
EP-9EAF3FA8,TeacherClassesController,GetClassDetail,GET,/api/teacher/classes/{id},false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","KhoaHocs,LopHanhChinhs,NguoiDungs"
EP-9B2FAA1F,TeacherClassesController,GetClassWorkspace,GET,/api/teacher/classes/{id}/workspace,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","KhoaHocs,LopHanhChinhs,NguoiDungs,BaiNops,BinhLuans"
EP-E46BB0CD,TeacherClassesController,GetClassProgress,GET,/api/teacher/classes/{id}/progress,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","KhoaHocs,LopHanhChinhs,BaiHocs,NguoiDungs,TienDoBaiHocs"
EP-9DCDD8E3,TeacherClassesController,GetClassGrades,GET,/api/teacher/classes/{id}/grades,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","KhoaHocs,NguoiDungs,DiemSos"
EP-E3126E50,TeacherClassesController,UpdateStudentGrade,PUT,/api/teacher/classes/{id}/grades/{studentId},false,true,Teacher,,"UpdateGradeRequest","ApiResponseDto","ApplicationDbContext","","KhoaHocs,DiemSos,NguoiDungs"
EP-F2C043D4,TeacherCommunicationsController,GetStudentQuestions,GET,/api/teacher/student-questions,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","KhoaHocs,BinhLuans"
EP-E7D8DFEC,TeacherCommunicationsController,ReplyToQuestion,POST,/api/teacher/student-questions/{questionId}/reply,false,true,Teacher,,"ReplyRequest","ApiResponseDto","ApplicationDbContext","","BinhLuans,KhoaHocs"
EP-1BF3D07A,TeacherCommunicationsController,GetLessonComments,GET,/api/teacher/lesson-comments,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","KhoaHocs,BinhLuans"
EP-0C8EA35C,TeacherCommunicationsController,ReplyToComment,POST,/api/teacher/lesson-comments/{commentId}/reply,false,true,Teacher,,"ReplyRequest","ApiResponseDto","ApplicationDbContext","","BinhLuans,KhoaHocs"
EP-02726E44,TeacherCommunicationsController,HideComment,PATCH,/api/teacher/lesson-comments/{commentId}/hide,false,true,Teacher,,"HideCommentRequest","ApiResponseDto","ApplicationDbContext","","BinhLuans,KhoaHocs"
EP-2B2AD37B,TeacherDashboardController,GetDashboard,GET,/api/teacher/dashboard,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","KhoaHocs,NguoiDungs,BaiNops,BuoiHocs"
EP-D176F192,TeacherExamController,CreateExam,POST,/api/teacher/exams,false,true,Teacher,,"CreateTeacherExamRequest","ApiResponseDto","ApplicationDbContext","","KhoaHocs,DeKiemTras,CauHois,CauHoiDeKiemTras"
EP-23F51431,TeacherExamResultsController,GetExamResults,GET,/api/teacher/exam-results,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","PhanCongGiamThis,KhoaHocs,DiemSos"
EP-33EC2CAF,TeacherRequestsController,GetRequests,GET,/api/teacher/requests,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","DonTus"
EP-E64834E1,TeacherRequestsController,CreateRequest,POST,/api/teacher/requests,false,true,Teacher,,"CreateRequestRequest","ApiResponseDto","ApplicationDbContext","","DonTus"
EP-7D6C56B8,TeacherRequestsController,GetRequestHistory,GET,/api/teacher/requests/history,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","DonTus"
EP-9E7F36DD,TeacherScheduleController,GetSummary,GET,/api/teacher/schedule/summary,false,true,,,"","ApiResponseDto","ITeacherScheduleService","ITeacherScheduleService::GetSummaryAsync",""
EP-746073A5,TeacherScheduleController,GetTodaySchedule,GET,/api/teacher/schedule/today,false,true,,,"","ApiResponseDto","ITeacherScheduleService","ITeacherScheduleService::GetTodayScheduleAsync",""
EP-3FD5FA2D,TeacherScheduleController,GetSchedule,GET,/api/teacher/schedule,false,true,,,"TeacherScheduleQueryDto","ApiResponseDto","ITeacherScheduleService","ITeacherScheduleService::GetScheduleAsync",""
EP-B822BE3B,TeacherScheduleController,GetTerms,GET,/api/teacher/schedule/terms,false,true,,,"","ApiResponseDto","ITeacherScheduleService","ITeacherScheduleService::GetTermsAsync",""
EP-15EB41CF,TeacherSubmissionsController,GetAssignments,GET,/api/teacher/assignments,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","BaiTaps,BaiNops"
EP-A8F32614,TeacherSubmissionsController,CreateAssignment,POST,/api/teacher/assignments,false,true,Teacher,,"TeacherAssignmentRequest","ApiResponseDto","ApplicationDbContext","","BaiTaps"
EP-52BD1B27,TeacherSubmissionsController,GetAssignmentDetail,GET,/api/teacher/assignments/{id:int},false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","BaiTaps,BaiNops"
EP-D41BED18,TeacherSubmissionsController,UpdateAssignment,PUT,/api/teacher/assignments/{id:int},false,true,Teacher,,"TeacherAssignmentRequest","ApiResponseDto","ApplicationDbContext","","BaiTaps"
EP-A3ED0009,TeacherSubmissionsController,DeleteAssignment,DELETE,/api/teacher/assignments/{id:int},false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","BaiTaps,BaiNops"
EP-207D3664,TeacherSubmissionsController,GetAssignmentSubmissions,GET,/api/teacher/assignments/{id:int}/submissions,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","BaiTaps,BaiNops"
EP-CE166C52,TeacherSubmissionsController,GetSubmissions,GET,/api/teacher/submissions,false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","BaiNops"
EP-3C9B9CA0,TeacherSubmissionsController,GetSubmissionDetail,GET,/api/teacher/submissions/{id:int},false,true,Teacher,,"","ApiResponseDto","ApplicationDbContext","","BaiNops"
EP-B58C302C,TeacherSubmissionsController,GradeSubmission,PUT,/api/teacher/submissions/{id:int}/grade,false,true,Teacher,,"GradeSubmissionRequest","ApiResponseDto","ApplicationDbContext","","BaiNops"
EP-6AFAF188,TeacherTeachingPreferencesController,GetContext,GET,/api/teacher/teaching-preferences/context,false,true,Teacher,,"","IActionResult","ITeachingPreferenceService","ITeachingPreferenceService::GetContextAsync",""
EP-4D3F8BA8,TeacherTeachingPreferencesController,GetForm,GET,/api/teacher/teaching-preferences/{maHocKy},false,true,Teacher,,"","IActionResult","ITeachingPreferenceService","ITeachingPreferenceService::GetTeacherFormAsync",""
EP-C868C17F,TeacherTeachingPreferencesController,SaveDraft,PUT,/api/teacher/teaching-preferences/{maHocKy},false,true,Teacher,,"UpdateTeachingPreferenceDto","IActionResult","ITeachingPreferenceService","ITeachingPreferenceService::SaveDraftAsync",""
EP-B587373E,TeacherTeachingPreferencesController,Submit,POST,/api/teacher/teaching-preferences/{maHocKy}/submit,false,true,Teacher,,"SubmitTeachingPreferenceDto","IActionResult","ITeachingPreferenceService","ITeachingPreferenceService::SubmitAsync",""
EP-AD05AF65,ThoiKhoaBieuController,Get,GET,/api/thoi-khoa-bieu,false,true,,AcademicOperations,"ThoiKhoaBieuQueryParameters","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","IThoiKhoaBieuService::GetAsync",""
EP-549AB351,ThoiKhoaBieuController,GetById,GET,/api/thoi-khoa-bieu/{id:int},false,true,,AcademicOperations,"","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","IThoiKhoaBieuService::GetByIdAsync",""
EP-8A27911E,ThoiKhoaBieuController,CheckConflicts,POST,/api/thoi-khoa-bieu/check-xung-dot,false,true,,AcademicOperations,"CheckScheduleConflictRequest","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","IScheduleConflictService::CheckConflictsAsync",""
EP-FCA8A00B,ThoiKhoaBieuController,Create,POST,/api/thoi-khoa-bieu,false,true,,AcademicOperations,"CreateThoiKhoaBieuRequest","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","IThoiKhoaBieuService::CreateAsync",""
EP-7C4561E2,ThoiKhoaBieuController,Update,PUT,/api/thoi-khoa-bieu/{id:int},false,true,,AcademicOperations,"UpdateThoiKhoaBieuRequest","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","IThoiKhoaBieuService::UpdateAsync",""
EP-D2127C66,ThoiKhoaBieuController,Cancel,PATCH,/api/thoi-khoa-bieu/{id:int}/cancel,false,true,,AcademicOperations,"","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","IThoiKhoaBieuService::CancelAsync",""
EP-66C918EA,ThoiKhoaBieuController,GenerateSessions,POST,/api/thoi-khoa-bieu/{id:int}/generate-sessions,false,true,,AcademicOperations,"","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","IBuoiHocService::GenerateSessionsAsync",""
EP-030205DC,ThoiKhoaBieuController,Generate,POST,/api/thoi-khoa-bieu/generate,false,true,,AcademicOperations,"GenerateTimetableRequest","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","ISmartTimetableService::GenerateAsync",""
EP-A3CAE78B,ThoiKhoaBieuController,GetDraft,GET,/api/thoi-khoa-bieu/drafts/{draftId:guid},false,true,,AcademicOperations,"","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","ISmartTimetableService::GetDraftAsync",""
EP-2D87670B,ThoiKhoaBieuController,ListDrafts,GET,/api/thoi-khoa-bieu/drafts,false,true,,AcademicOperations,"","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","ISmartTimetableService::ListDraftsAsync",""
EP-B798C5A4,ThoiKhoaBieuController,Publish,POST,/api/thoi-khoa-bieu/publish,false,true,,AcademicOperations,"PublishTimetableRequest","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","ISmartTimetableService::PublishAsync",""
EP-2F47C3BD,ThoiKhoaBieuController,CheckConflictsBatch,POST,/api/thoi-khoa-bieu/check-xung-dot-batch,false,true,,AcademicOperations,"ConflictCheckBatchRequest","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","ISmartTimetableService::CheckConflictsAsync",""
EP-B3BDC6AC,ThoiKhoaBieuController,DeleteDraft,DELETE,/api/thoi-khoa-bieu/drafts/{draftId:guid},false,true,,AcademicOperations,"","ApiResponseDto","IThoiKhoaBieuService,IScheduleConflictService,IBuoiHocService,ISmartTimetableService","ISmartTimetableService::DeleteDraftAsync",""
EP-6D890743,TrainingProgramsController,Get,GET,/api/master-data/training-programs,false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"TrainingProgramQueryParameters","ApiResponseDto","ITrainingProgramService","ITrainingProgramService::GetAsync",""
EP-23361949,TrainingProgramsController,GetById,GET,/api/master-data/training-programs/{id:int},false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"","ApiResponseDto","ITrainingProgramService","ITrainingProgramService::GetByIdAsync",""
EP-97795E65,TrainingProgramsController,Create,POST,/api/master-data/training-programs,false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"CreateTrainingProgramRequest","ApiResponseDto","ITrainingProgramService","ITrainingProgramService::CreateAsync",""
EP-D73EBBB0,TrainingProgramsController,Clone,POST,/api/master-data/training-programs/{id:int}/clone,false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"CloneTrainingProgramRequest","ApiResponseDto","ITrainingProgramService","ITrainingProgramService::CloneAsync",""
EP-B2A65F18,TrainingProgramsController,Update,PUT,/api/master-data/training-programs/{id:int},false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"UpdateTrainingProgramRequest","ApiResponseDto","ITrainingProgramService","ITrainingProgramService::UpdateAsync",""
EP-57F655D8,TrainingProgramsController,Delete,DELETE,/api/master-data/training-programs/{id:int},false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"","ApiResponseDto","ITrainingProgramService","ITrainingProgramService::DeleteAsync",""
EP-70448B08,TrainingProgramsController,Submit,PATCH,/api/master-data/training-programs/{id:int}/submit,false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"SubmitTrainingProgramRequest","ApiResponseDto","ITrainingProgramService","ITrainingProgramService::SubmitAsync",""
EP-CBBD8DEA,TrainingProgramsController,Activate,PATCH,/api/master-data/training-programs/{id:int}/activate,false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"","ApiResponseDto","ITrainingProgramService","ITrainingProgramService::ActivateAsync",""
EP-3EFFC3CB,TrainingProgramsController,Deactivate,PATCH,/api/master-data/training-programs/{id:int}/deactivate,false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"","ApiResponseDto","ITrainingProgramService","ITrainingProgramService::DeactivateAsync",""
EP-C99AD1ED,TrainingProgramsController,Approve,PATCH,/api/master-data/training-programs/{id:int}/approve,false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"ApproveTrainingProgramRequest","ApiResponseDto","ITrainingProgramService","ITrainingProgramService::ApproveAsync",""
EP-9388FBF1,TrainingProgramsController,Reject,PATCH,/api/master-data/training-programs/{id:int}/reject,false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"RejectTrainingProgramRequest","ApiResponseDto","ITrainingProgramService","ITrainingProgramService::RejectAsync",""
EP-77DCAA5A,TrainingProgramsController,Archive,PATCH,/api/master-data/training-programs/{id:int}/archive,false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"","ApiResponseDto","ITrainingProgramService","ITrainingProgramService::ArchiveAsync",""
EP-6225996C,TrainingProgramSubjectsController,Get,GET,/api/master-data/training-program-subjects,false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"TrainingProgramSubjectQueryParameters","ApiResponseDto","ITrainingProgramSubjectService","ITrainingProgramSubjectService::GetAsync",""
EP-3AE0E8B4,TrainingProgramSubjectsController,GetById,GET,/api/master-data/training-program-subjects/{id:int},false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"","ApiResponseDto","ITrainingProgramSubjectService","ITrainingProgramSubjectService::GetByIdAsync",""
EP-789E1CBE,TrainingProgramSubjectsController,GetByProgram,GET,/api/master-data/training-program-subjects/by-program/{programId:int},false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"","ApiResponseDto","ITrainingProgramSubjectService","ITrainingProgramSubjectService::GetByProgramAsync",""
EP-CC63D265,TrainingProgramSubjectsController,Create,POST,/api/master-data/training-program-subjects,false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"CreateTrainingProgramSubjectRequest","ApiResponseDto","ITrainingProgramSubjectService","ITrainingProgramSubjectService::CreateAsync",""
EP-CFA3B531,TrainingProgramSubjectsController,Update,PUT,/api/master-data/training-program-subjects/{id:int},false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"UpdateTrainingProgramSubjectRequest","ApiResponseDto","ITrainingProgramSubjectService","ITrainingProgramSubjectService::UpdateAsync",""
EP-56CBE03D,TrainingProgramSubjectsController,Delete,DELETE,/api/master-data/training-program-subjects/{id:int},false,true,SuperAdmin|Chairman|CampusAdmin|SubCampusAdmin|AcademicStaff,,"","ApiResponseDto","ITrainingProgramSubjectService","ITrainingProgramSubjectService::DeleteAsync",""
EP-5F79F8E5,TrainingProgramTermsController,GetByProgram,GET,/api/master-data/training-program-terms/by-program/{programId:int},false,true,,AcademicOperations,"","ApiResponseDto","ITrainingProgramTermService","ITrainingProgramTermService::GetByProgramAsync",""
EP-3AFF49AA,TrainingProgramTermsController,Create,POST,/api/master-data/training-program-terms,false,true,,AcademicOperations,"CreateTrainingProgramTermRequest","ApiResponseDto","ITrainingProgramTermService","ITrainingProgramTermService::CreateAsync",""
EP-82278FF8,TrainingProgramTermsController,Delete,DELETE,/api/master-data/training-program-terms/{id:int},false,true,,AcademicOperations,"","ApiResponseDto","ITrainingProgramTermService","ITrainingProgramTermService::DeleteAsync",""
